time	             src-ip	          src-pt	          dst-ip	          dst-pt	        flags	   seq  	     ack-pkt	   s-win	19	20	21	dloss	dd	13	14	15	16	spkts	dpkts	sloss	  label                 
3199	0	0	0	0	0	0	0	0	0.054794521	0.060665362	0	0.047058824	0.14	0	0.001661436	0.002040816	0.001108647	0	0	0.329411765	0
3200	1	0	0	0	0	0	0	0	0.273972603	0.011741683	1	1	1	0	0.001661436	0.002040816	0.001108647	0	0.1	0.266666667	1
3204	0	0	0	0	0	0	0	0	0.02739726	0.02739726	0	0.023529412	0.02	0	0.001661436	0.002721088	0.000739098	0.07	0	1	0
3206	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.021967879	0.00952381	0.000739098	0	0	0.384313725	0
3214	1	0	0	0	0	0	0	0	0.40704501	0.001956947	1	1	1	0	0.001661436	0.002040816	0.000739098	0	0	0.007843137	1
3219	0	0	0	0	0	0	0	0	0.557729941	0.015655577	1	0.047058824	0.05	0	0.002030644	0.002721088	0.000739098	0.07	0	1	1
3222	0	0	0	0	0	0	0	0	0.477495108	0.017612524	1	0.047058824	0.05	0	0.000553812	0	0.000739098	0.06	0	1	1
3228	0	0	0	0	0	0	0	0	0.160469667	0.005870841	1	0.035294118	0.04	0	0.006091933	0.003401361	0.029194383	0.06	0	1	1
3229	0	0	0	0	0	0	0	0	0.003913894	0.005870841	0	0.011764706	0.01	0	0.000553812	0	0.000739098	0.07	0	1	0
3231	1	0	0	0	0	0	0	0	0.045009785	0.001956947	0	0.168627451	0.22	0	0.002030644	0.002721088	0.001108647	0	0.67	0.494117647	1
3234	0	0	0	0	0	0	0	0	0.146771037	0.02739726	0	0.003921569	0	0	0.000184604	0	0	0.35	0	1	1
3239	0	0	0	0	0	0	0	0	0.001956947	0.052837573	0	0.015686275	0.02	0	0.000184604	0	0.005173688	0.07	0	1	0
3241	1	0	0	0	0	0	0	0	0.367906067	0.031311155	1	1	1	0	0.000184604	0	0	0	0.19	0.498039216	1
3243	0	0	0	0	0	0	0	0	0.221135029	0.031311155	0	0.062745098	0.06	0	0.000184604	0	0.009977827	0.05	0	1	1
3249	0	0	0	0	0	0	0	0	0.01369863	0.056751468	0	0.062745098	0.06	0	0.010891637	0.004761905	0	0.06	0	1	0
3261	1	0	0	0	0	0	0	0	0.001956947	0.003913894	0	1	1	0	0.010891637	0.004761905	0	0	0.07	1	0
3265	1	0	0	0	0	0	0	0	0.015655577	0.001956947	0	1	1	0	0.000184604	0	0	0	1	0.666666667	0
3273	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.898039216	0.9	0	0.000184604	0	0	0.25	0	1	0
3280	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.164705882	0.22	0	0.000184604	0	0.009977827	0	0	0.752941176	1
3283	1	0	0	0	0	0	0	0	0.001956947	0.001956947	1	0.490196078	0.34	0	0.000184604	0	0.009977827	0	0	0.698039216	0
3287	1	0	0	0	0	0	0	0	0.005870841	0.009784736	0.33	0.023529412	0.13	0	0.000184604	0	0	0	0	0.176470588	0
3289	1	0	0	0	0	0	0	0	0.033268102	0.033268102	0	1	1	0	0.000184604	0	0	0	0.6	0.454901961	0
3290	1	0	0	0	0	0	0	0	0.430528376	0.015655577	0	1	1	0	0.000184604	0	0.000739098	0	0	0.48627451	1
3294	0	0	0	0	0	0	0	0	0.011741683	0.001956947	0	0.031372549	0.03	0	0.000184604	0	0	0.07	0	1	0
3295	0	0	0	0	0	0	0	0	0.346379648	0.003913894	1	0.003921569	0	0	0.000184604	0	0	0.67	0	1	1
3299	0	0	0	0	0	0	0	0	0.581213307	0.021526419	1	0.007843137	0.09	0	0.001661436	0.002040816	0	0.07	0	0.090196078	1
3304	0	0	0	0	0	0	0	0	0.052837573	0.015655577	1	0.043137255	0.04	0	0.001661436	0.002721088	0	0.05	0	1	1
3305	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.082352941	0.08	0	0.001661436	0.002721088	0	0.11	0	1	0
3307	1	0	0	0	0.000133905	0	0	0	0.459882583	0.015655577	1	0.31372549	0.87	0	0.000184604	0	0.000739098	0	0	0.180392157	1
3309	0	0	0	0	0	0	0	0	0.005870841	0.005870841	0	0.031372549	0.03	0	0.001661436	0.002040816	0.000739098	0.06	0	1	1
3312	1	0.000133708	0	0	0	0	0	0	0.371819961	0.007827789	1	0.517647059	1	0	0.001661436	0.002721088	0.000739098	0	0	0.517647059	1
3321	0	0	0	0	0	0	0	0	0.295499022	0.035225049	1	0.015686275	0.02	0	0.001661436	0.002040816	0.000739098	0.07	0	1	1
3329	0	0	0	0	0	0	0	0	0.035225049	0.035225049	0	0.070588235	0.07	0	0.001661436	0.002040816	0.000739098	0.07	0	1	0
3336	1	0	0	0	0	0	0	0	0.023483366	0.029354207	0	1	1	0	0.001661436	0.002040816	0	0	0	1	0
3337	1	0	0	0	0	0	0	0	0.003913894	0.005870841	0	1	1	0	0.001661436	0.002040816	0.000739098	0	0.2	1	0
3339	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.349019608	0.18	0	0.000184604	0	0.000739098	0	0.67	0.262745098	0
3350	1	0	0	0	0	0	0	0	0.003913894	0.001956947	0	1	1	0	0.001661436	0.002040816	0.000739098	0	0	0.062745098	0
3358	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.141176471	0.14	0	0.001661436	0.002040816	0.000739098	1	0	1	1
3362	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.003507476	0.004761905	0.000739098	0	0	0.011764706	0
3363	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.001661436	0.002040816	0	0	0	0.215686275	0
3368	0	0	0	0	0	0	0	0	0.160469667	0.039138943	1	1	1	0	0.000184604	0	0.000739098	0	0	0.007843137	1
3369	0	0	0	0	0	0	0	0	0.021526419	0.037181996	0	0.007843137	0.01	0	0.002399852	0.003401361	0.001478197	0.06	0	1	0
3371	1	0	0	0	0	0	0	0	0.246575342	0.031311155	1	1	1	0	0.001661436	0.002040816	0.000739098	0	0.11	1	1
3374	0	0	0	0	0	0	0	0	0.019569472	0.019569472	0	0.062745098	0.06	0	0.001661436	0.002040816	0.001478197	0.06	0	1	0
3378	1	0	0	0	0	0	0	0	0.064579256	0.064579256	0	1	1	0	0.001661436	0.002040816	0	0	0	0.239215686	0
3381	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.001661436	0.002721088	0.001478197	0	0	0.6	1
3382	0	0	0	0	0	0	0	0	0.174168297	0.035225049	1	0.031372549	0.02	0	0.00276906	0.004081633	0.000739098	0	0	0.235294118	1
3396	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.007843137	0.01	0	0.010891637	0.004761905	0.000739098	0.06	0	1	1
3398	0	0	0	0	0	0	0	0	0.076320939	0.076320939	0	0.003921569	0	0	0.001661436	0.002040816	0.000739098	0	0	1	0
3407	1	0	0	0	0	0	0	0	0.005870841	0.005870841	0.33	1	1	0	0.001661436	0.002040816	0.001478197	0	0	0.211764706	0
3409	1	0	0	0	0	0	0	0	0.011741683	0.011741683	0	1	1	0	0.001661436	0.002721088	0.009977827	0	0	0.011764706	0
3425	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.992156863	0.99	0	0.001661436	0.002040816	0.000739098	0	0	1	0
3428	1	0	0	0	0	0	0	0	0.003913894	0.021526419	0.5	0.007843137	0.01	0	0.000184604	0	0.000739098	0	0	0.670588235	0
3429	1	0	0	0	0	0	0	0	0.076320939	0.076320939	0	0.035294118	1	0	0.001661436	0.002721088	0.000739098	0	0.18	0.007843137	0
3430	1	0	0	0	0	0	0	0	0.14481409	0.301369863	0	1	1	0	0.000184604	0	0.000739098	0	0	1	0
3439	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.988235294	0.99	0	0.010891637	0.004761905	0	0	0.01	1	0
3442	0	0	0	0	0	0	0	0	0.003913894	0.019569472	0	0.007843137	0.01	0	0.000184604	0	0	0	0	0.901960784	0
3448	1	0	0	0	0	0	0	0	0.017612524	0.046966732	0	1	1	0	0.002030644	0.003401361	0.001108647	0	0.2	0.007843137	0
3450	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.002399852	0.002721088	0	0	0.21	0.207843137	0
3451	0	0	0	0	0	0	0	0	0.015655577	0.015655577	0	0.015686275	0.03	0	0.000184604	0	0.009977827	0	0	0.580392157	0
3452	1	0	0	0	0	0	0	0	0.561643836	0.02739726	1	1	1	0	0.001661436	0.002721088	0	0	0	0.482352941	1
3456	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.054901961	0.05	0	0.002030644	0.003401361	0.001108647	0.06	0	1	0
3460	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.002030644	0.002721088	0.001108647	0	0	0.223529412	0
3468	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.278431373	0.28	0	0.002030644	0.002721088	0.000739098	0	0	1	0
3469	1	0	0	0	0	0	0	0	0.465753425	0.001956947	0.11	0.788235294	0.74	0	0.001661436	0.002040816	0.001108647	0	0	0.48627451	1
3471	0	0	0	0	0	0	0	0	0.003913894	0.001956947	1	0.003921569	0	0	0.001661436	0.002721088	0.001108647	1	0	1	1
3472	0	0	0	0	0	0	0	0	0.277886497	0.003913894	1	0.003921569	0	0	0.002030644	0.003401361	0.000739098	1	0	1	1
3478	0	0	0	0	0	0	0	0	0.467710372	0.011741683	1	0.007843137	0.01	0	0.002030644	0.002721088	0.000739098	0.08	0	1	1
3483	0	0	0	0	0	0	0	0	0.540117417	0.031311155	1	0.023529412	0.02	0	0.003876685	0.003401361	0.000739098	0.06	0	1	1
3484	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.062745098	0.06	0	0.000553812	0	0.001108647	0.06	0	1	1
3486	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.792156863	1	0	0.001661436	0.002040816	0.001108647	0	0	0.003921569	1
3497	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.007843137	0.01	0	0.008676389	0.017006803	0.000739098	0	0	1	0
3508	0	0	0	0	0	0	0	0	0.46183953	0.01369863	1	0.007843137	0.01	0	0.001476832	0	0.000739098	0	0	1	1
3509	0	0	0	0	0	0	0	0	0.483365949	0.019569472	1	0.066666667	0.07	0	0.000184604	0.000680272	0.000739098	0.06	0	1	1
3510	0	0	0	0	0	0	0	0	0.007827789	0.003913894	0	0.019607843	0.02	0	0.015322134	0.029251701	0.004065041	0.06	0	1	0
3521	0	0	0	0	0	0	0	0	0.483365949	0.001956947	1	0.007843137	0.01	0	0.000184604	0.000680272	0.004065041	0.5	0	1	1
3527	0	0	0	0	0	0	0	0	0.025440313	0.025440313	0	0.003921569	0	0	0.003322872	0.004421769	0.004065041	0.07	0	1	0
3528	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.894117647	1	0	0.001292228	0.004081633	0.004065041	0	0	0.050980392	0
3529	1	0	0	0	0	0	0	0	0.015655577	0.015655577	0	1	1	0	0.008676389	0.017006803	0.004065041	0	0	0.352941176	0
3532	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.001292228	0.005102041	0.004065041	0	0	0.596078431	1
3538	0	0	0	0	0	0	0	0	0.001956947	0.007827789	0	0.007843137	0.01	0	0.009414805	0.018367347	0.000739098	0	0	1	1
3540	0	0	0	0	0	0	0	0	0.003913894	0.015655577	0.5	0.384313725	1	0	0.001292228	0.002721088	0.004065041	0	1	0.007843137	0
3552	0	0	0	0	0	0	0	0	0.011741683	0.011741683	0	1	1	0	0.000184604	0.000680272	0.000369549	0	0.25	0.050980392	0
3559	1	0	0	0	0	0	0	0	0.256360078	0.029354207	1	1	1	0	0.006830349	0.013605442	0.003325942	0	0	1	1
3560	0	0	0	0	0	0	0	0	0.246575342	0.029354207	1	0.058823529	0.06	0	0.00276906	0.006122449	0.003325942	0.06	0	1	1
3566	0	0	0	0	0	0	0	0	0.045009785	0.045009785	0	0.137254902	0.14	0	0.005722725	0.01292517	0.003325942	0.06	0	1	0
3574	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.000184604	0.000680272	0.000739098	0	0	1	0
3580	0	0	0	0	0	0	0	0	0.01369863	0.02739726	0	0.68627451	0.99	0	0.006830349	0.013605442	0.003325942	0	0	0.694117647	0
3582	0	0	0	0	0	0	0	0	0.375733855	0.033268102	1	0.901960784	0.9	0	0.008676389	0.017006803	0.003325942	0	0.21	1	1
3589	0	0	0	0	0	0	0	0	0.998043053	0.001956947	0.12	0.023529412	0.02	0	0.013106886	0.025170068	0.000739098	0.06	0	1	1
3593	0	0	0	0	0	0	0	0	0.46183953	0.017612524	0	0.003921569	0	0	0.00092302	0.002721088	0.003325942	1	0	1	1
3598	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.035294118	0.04	0	0.042274322	0.148979592	0.003325942	0.07	0	1	0
3599	1	0	0	0	0	0	0	0	0.017612524	0.017612524	0	0.42745098	0.81	0	0.001476832	0.002721088	0.003325942	0	0	0.337254902	0
3602	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.31372549	1	0	0.000184604	0.000680272	0.003325942	0	0	0.058823529	1
3614	0	0	0	0	0	0	0	0	0.015655577	0.015655577	0	0.007843137	0.01	0	0.008307181	0.016326531	0.003325942	0	0	1	0
3618	1	0	0	0	0	0	0	0	0.003913894	0.01369863	0	1	1	0	0.009414805	0.018367347	0.003325942	0	0	1	0
3637	0	0	0	0	0	0	0	0	0.076320939	0.074363992	0	1	1	0	0.008676389	0.017006803	0.003325942	0	0.29	0.043137255	1
3649	0	0	0	0	0	0	0	0	0.019569472	0.021526419	0	0.149019608	0.15	0	0.001661436	0.004081633	0.003325942	0.05	0	1	0
3652	1	0	0	0	0	0	0	0	0.440313112	0.007827789	1	1	1	0	0.000553812	0.001360544	0.003325942	0	0.18	1	1
3656	0	0	0	0	0	0	0	0	0.138943249	0.295499022	0	0.070588235	0.07	0	0.015322134	0.029251701	0.003325942	0.06	0	1	0
3662	0	0	0	0	0	0	0	0	0.324853229	0.324853229	0	0.807843137	0.81	0	0.00092302	0.001360544	0.003325942	0	0.01	1	0
3665	0	0	0	0	0	0	0	0	0.046966732	0.046966732	0	1	1	0	0.015322134	0.029251701	0.003325942	0	0	1	0
3666	1	0	0	0	0	0	0	0	0.283757339	0.039138943	1	0.584313725	0.58	0	0.022337087	0.042857143	0.003325942	0	0	1	1
3667	0	0	0	0	0	0	0	0	0.04109589	0.001956947	0.05	0.007843137	0.01	0	0.000184604	0.000680272	0.003325942	0.06	0	1	0
3670	1	0	0	0	0	0	0	0	0.017612524	0.019569472	0	0.003921569	0	0	0.026029167	0.085034014	0.003325942	0.38	0	0.937254902	0
3682	1	0	0	0	0	0	0	0	0.074363992	0.003913894	1	1	1	0	0.002399852	0.006122449	0.003325942	0	0.2	1	1
3685	0	0	0	0	0	0	0	0	0.021526419	0.091976517	0	0.007843137	0.01	0	0.007199557	0.014285714	0.003325942	0.16	0	1	0
3688	1	0	0	0	0	0	0	0	0.015655577	0.015655577	0	1	1	0	0.00276906	0.006122449	0.003325942	0	0.11	1	0
3693	1	0	0	0	0	0	0	0	0.001956947	0.003913894	0	1	1	0	0.015691342	0.029251701	0.003325942	0	0	0.031372549	0
3702	1	0	0	0	0	0	0	0	0.299412916	0.299412916	0	0.709803922	0.67	0	0.008676389	0.017006803	0.002586844	0	1	0.721568627	0
3703	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.00276906	0.002721088	0	0	0	1	0
3713	1	0	0	0	0	0	0	0	0.215264188	0.021526419	1	1	1	0	0.004984309	0.010204082	0.002586844	0	0	0.490196078	1
3717	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.039215686	0.04	0	0.007199557	0.01292517	0.002586844	0.05	0	1	0
3722	1	0	0	0	0	0	0	0	0.001956947	0.015655577	0	0.356862745	0.37	0	0.015322134	0.029251701	0	0	0	0.211764706	1
3726	0	0	0	0	0	0	0	0	0.009784736	0.009784736	0	0.392156863	1	0	0.001661436	0.003401361	0.000739098	0	1	0.007843137	0
3728	1	0	0	0	0	0	0	0	0.003913894	0.003913894	0	1	1	0	0.018645006	0.062585034	0.000739098	0	0	0.019607843	0
3742	1	0	0	0	0	0	0	0	0.005870841	0.033268102	0	0.403921569	0.37	0	0.004245893	0.00952381	0.002586844	0	0	0.349019608	0
3744	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.000553812	0.001360544	0.000739098	0	0.18	0.070588235	0
3749	0	0	0	0	0	0	0	0	0.549902153	0.046966732	1	0.788235294	1	0	0.00092302	0.002721088	0	0	0	0.109803922	1
3754	0	0	0	0	0	0	0	0	0.915851272	0.915851272	0	0.094117647	0.09	0	0.00092302	0.002721088	0.001847746	0.05	0	1	1
3756	0	0	0	0	0	0	0	0	0.17221135	0.025440313	1	0.070588235	1	0	0.004245893	0.008843537	0.001847746	0	0	0.070588235	1
3758	0	0	0	0	0	0	0	0	0.563600783	0.039138943	1	0.007843137	0.01	0	0.000184604	0.000680272	0	0.07	0	1	1
3765	0	0	0	0	0	0	0	0	0.996086106	0.001956947	0.02	0.078431373	0.08	0	0.000184604	0.000680272	0	0.06	0	1	1
3768	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.003921569	0	0	0.068118885	0.253741497	0	1	0	1	1
3771	0	0	0	0	0	0	0	0	0.019569472	0.019569472	0	0.003921569	0.01	0	0.006461141	0.01292517	0.001847746	0	0	0.725490196	0
3780	1	0	0	0	0	0	0	0	0.01369863	0.01369863	0	1	1	0	0.008676389	0.017006803	0.000739098	0	0	1	0
3783	1	0	0	0	0	0	0	0	0.11741683	0.064579256	0	1	1	0	0.009414805	0.018367347	0.001108647	0	0	0.152941176	1
3786	0	0	0	0	0	0	0	0	0.27592955	0.033268102	1	0.384313725	0.38	0	0.002399852	0.006122449	0.001108647	0.07	0	1	1
3791	0	0	0	0	0	0	0	0	0.189823875	0.048923679	1	0.011764706	0.01	0	0.009414805	0.014285714	0.001108647	0.06	0	1	1
3794	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.098039216	0.1	0	0.007199557	0.013605442	0.001108647	0.04	0	1	1
3795	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.007843137	0.01	0	0.000184604	0.000680272	0.001108647	0	0	1	0
3800	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.00092302	0.002721088	0.001108647	0	0	0.258823529	0
3803	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.239215686	0.24	0	0.000184604	0.000680272	0.000739098	0	0	0.831372549	0
3805	0	0	0	0	0	0	0	0	0.046966732	0.093933464	0	0.992156863	1	0	0.001292228	0.004081633	0	0	0	0.168627451	0
3806	1	0	0	0	0	0	0	0	0.003913894	0.005870841	0	1	1	0	0.008676389	0.017006803	0.001108647	0	0.12	1	0
3819	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.533333333	0.46	0	0.000553812	0.001360544	0	1	1	0.603921569	0
3823	1	0	0	0	0	0	0	0	0.001956947	0.017612524	0	1	1	0	0.000184604	0.000680272	0	0	0	0.050980392	0
3827	1	0	0	0	0	0	0	0	0.684931507	0.684931507	0	1	1	0	0.002030644	0.002721088	0.000739098	0	0.22	0.003921569	1
3828	0	0	0	0	0	0	0	0	0.440313112	0.033268102	1	1	1	0	0.006461141	0.013605442	0.000739098	0	0	1	1
3829	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.066666667	0.07	0	0.008676389	0.017006803	0.000739098	0.06	0	1	0
3831	0	0	0	0	0	0	0	0	0.001956947	0.017612524	0	0.058823529	1	0	0.007568765	0.014285714	0	0	0	0.007843137	1
3849	0	0	0	0	0	0	0	0	0.457925636	0.007827789	1	0.180392157	1	0	0.000184604	0.000680272	0	0	1	0.007843137	1
3852	0	0	0	0	0	0	0	0	0.039138943	0.076320939	0	0.015686275	0.02	0	0.007199557	0.013945578	0	0.06	0	1	0
3857	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.008307181	0.016326531	0	0	0.1	1	1
3859	0	0	0	0	0	0	0	0	0.39334638	0.391389432	0	0.003921569	0	0	0.001661436	0.004081633	0	0	0	1	0
3863	0	0	0	0	0	0	0	0	0.213307241	0.02739726	0	0.996078431	1	0	0.007199557	0.013605442	0	0.01	0	1	1
3864	0	0	0	0	0	0	0	0	0.009784736	0.001956947	0	0.047058824	0.05	0	0.041166697	0.148979592	0	0.06	0	1	0
3865	0	0	0	0	0	0	0	0	0.28962818	0.037181996	0	0.003921569	0	0	0.006830349	0.013605442	0	0.6	0	1	1
3875	0	0	0	0	0	0	0	0	0.023483366	0.023483366	0	0.074509804	0.07	0	0.124607716	0.434693878	0.000739098	0.05	0	1	0
3887	1	0	0	0	0	0	0	0	0.005870841	0.011741683	0	1	1	0	0.000184604	0.000680272	0.000739098	0	0	0.047058824	0
3894	0	0	0	0	0	0	0	0	0.021526419	0.021526419	0	0.976470588	0.98	0	0.001661436	0.002040816	0.002956393	0	0.5	1	0
3898	1	0	0	0	0	0	0	0	0.023483366	0.001956947	0	1	1	0	0.002030644	0.003401361	0.000739098	0	0	0.223529412	1
3902	0	0	0	0	0	0	0	0	0.023483366	0.023483366	0	0.180392157	0.18	0	0.000184604	0	0.001108647	0.17	0	1	0
3904	1	0	0	0	0	0	0	0	0.001956947	0.007827789	0	1	1	0	0.002030644	0.002721088	0.000369549	0	0	0.141176471	0
3906	1	0	0	0	0	0	0	0	0.01369863	0.01369863	0	1	1	0	0.001661436	0.002721088	0.001108647	0	0.5	1	0
3908	0	0	0	0	0	0	0	0	0.001956947	0.005870841	0	0.639215686	1	0	0.001661436	0.002721088	0.001108647	0	0	0.039215686	1
3910	0	0	0	0	0	0	0	0	0.313111546	0.048923679	1	0.188235294	1	0	0.001661436	0.002721088	0	0	1	0.015686275	1
3915	0	0	0	0	0	0	0	0	0.227005871	0.001956947	1	0.098039216	0.1	0	0.002030644	0.003401361	0.001108647	0.06	0	1	1
3918	0	0	0	0	0	0	0	0	0.017612524	0.017612524	0	0.003921569	0	0	0.004245893	0.006122449	0.000739098	0.08	0	1	0
3920	1	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.002030644	0.002721088	0.000369549	0	0	0.035294118	0
3922	0	0	0	0	0	0	0	0	0.42074364	0.001956947	0	0.003921569	0	0	0.010891637	0.004761905	0.002586844	0	0	1	1
3925	0	0	0	0	0	0	0	0	0.37964775	0.01369863	1	0.003921569	0	0	0.001661436	0.002040816	0.004065041	0.07	0	1	1
3927	0	0	0	0	0	0	0	0	0.272015656	0.037181996	0	0.02745098	0.03	0	0.000184604	0	0.000739098	0.08	0	1	1
3932	0	0	0	0	0	0	0	0	0.001956947	0.001956947	1	0.074509804	0.07	0	0.002030644	0.003401361	0.009977827	0.06	0	1	0
3935	1	0	0	0	0	0	0	0	0.001956947	0.072407045	0	0.792156863	0.83	0	0.003876685	0.003401361	0.000739098	0	0	0.466666667	1
3938	0	0	0	0	0	0	0	0	0.007827789	0.001956947	0	0.741176471	1	0	0.000184604	0	0	0	1	0.003921569	0
3944	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.015686275	0.02	0	0.000184604	0	0.001108647	0.5	0	1	1
3950	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.109803922	1	0	0.000184604	0	0.000739098	0	0	0.003921569	0
3959	0	0	0	0	0	0	0	0	0.001956947	0.095890411	0	0.003921569	0	0	0.001661436	0.002040816	0	0	0	1	1
3961	0	0	0	0	0	0	0	0	0.252446184	0.409001957	0	0.423529412	1	0	0.014952926	0	0	0	1	0.007843137	0
3967	0	0	0	0	0	0	0	0	0.242661448	0.242661448	0	0.996078431	1	0	0.001661436	0.002721088	0.002956393	0.02	0.01	1	0
3968	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.650980392	0.65	0	0.002030644	0.003401361	0.000739098	0	0	1	1
3970	0	0	0	0	0	0	0	0	0.021526419	0.001956947	0	0.674509804	1	0	0.003876685	0.004081633	0	0	0	0.003921569	1
3985	0	0	0	0	0	0	0	0	0.152641879	0.152641879	0	0.003921569	0	0	0.002030644	0.003401361	0	0.73	0	1	1
3996	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	1	1	0	0.001661436	0.002040816	0.000739098	0	0	1	1
3999	0	0	0	0	0	0	0	0	0.575342466	0.048923679	1	0.003921569	0	0	0.002030644	0.002721088	0.001108647	0	0	1	1
4004	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.098039216	0.1	0	0.002030644	0.002721088	0.002956393	0.05	0	1	0
4007	1	0	0	0	0	0	0	0	0.225048924	0.003913894	0	0.164705882	0.16	0	0.000184604	0	0.001108647	0	0	1	1
4009	0	0	0	0	0	0	0	0	0.223091977	0.223091977	0	0.007843137	0.01	0	0.001661436	0.002040816	0	0.07	0	1	0
4021	0	0	0	0	0	0	0	0	0.023483366	0.023483366	0	1	1	0	0.001661436	0.002040816	0.001108647	0	0	1	0
4025	1	0	0	0	0	0	0	0	0.001956947	0.099804305	0	0.552941176	0.55	0	0.002030644	0.003401361	0.000739098	0	0	1	1
4027	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0.109803922	1	0	0.000184604	0	0.001108647	0	1	0.015686275	0
4036	1	0	0	0	0	0	0	0	0.015655577	0.019569472	0	0.019607843	0.03	0	0.000184604	0	0	0	0	0.392156863	0
4041	1	0	0	0	0	0	0	0	0.291585127	0.031311155	1	1	1	0	0.000184604	0	0.000739098	0	0.2	1	1
4042	0	0	0	0	0	0	0	0	0.035225049	0.062622309	0	0.062745098	0.06	0	0.000184604	0	0.000739098	0.05	0	1	0
4044	1	0	0	0	0	0	0	0	0.213307241	0.215264188	0	0.905882353	1	0	0.001661436	0.002721088	0	0	0.12	0.149019608	0
4045	0	0	0	0	0	0	0	0	0.001956947	0.091976517	0	0.941176471	0.94	0	0.000184604	0	0	0.02	0.03	1	1
4047	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0.5	0.976470588	1	0	0.002399852	0.002721088	0	0	1	0.003921569	0
4048	1	0	0	0	0	0	0	0	0.021526419	0.011741683	1	0.043137255	1	0	0.002399852	0.003401361	0	0	0	0.043137255	1
4049	0	0	0	0	0	0	0	0	0.463796477	0.009784736	1	0.043137255	0.04	0	0.000184604	0	0.000739098	0.18	0	1	1
4058	0	0	0	0	0	0	0	0	0.005870841	0.009784736	0	0.019607843	0.02	0	0.000184604	0	0	0.06	0	1	0
4061	1	0	0	0	0	0	0	0	0.003913894	0.001956947	0	1	1	0	0.000184604	0	0.001478197	0	0.4	0.168627451	0
4072	1	0	0	0	0	0	0	0	0.037181996	0.001956947	0	0.003921569	0.01	0	0.000184604	0	0.001478197	1	0	0.756862745	1
4074	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0.003921569	0.01	0	0.000184604	0	0	1	0	0.537254902	0
4078	1	0	0	0	0	0	0	0	0.017612524	0.043052838	0	1	1	0	0.003507476	0.002721088	0	0	0	0.921568627	0
4089	1	0	0	0	0	0	0	0	0.035225049	0.035225049	0	1	1	0	0.001661436	0.002040816	0	0	0.09	0.560784314	0
4092	1	0	0	0	0	0	0	0	0.238747554	0.015655577	0	1	1	0	0.000184604	0	0	0	0	1	1
4094	0	0	0	0	0	0	0	0	0.039138943	0.039138943	0	0.031372549	0.04	0	0.001661436	0.002040816	0	0.07	0	0.77254902	0
4100	1	0	0	0	0	0	0	0	0.5518591	0.011741683	1	1	1	0	0.000553812	0.000680272	0.002586844	0	0	0.235294118	1
